Date,Open,High,Low,Close,Volume
2019-06-05,45.22195014139111,45.396184395934434,44.451400451878996,44.79495620727539,119093600
2019-06-06,44.927473618764495,45.51397478466671,44.69925149440486,45.4526252746582,90105200
2019-06-07,45.76919243360008,47.09679688360445,45.58760025927372,46.66244125366211,122737600
2019-06-10,47.06980099146462,47.943417480417025,47.023174761243475,47.258758544921875,104883600
2019-06-11,47.81826659317863,48.09802023455973,47.5090663825397,47.80599594116211,107731600
2019-06-12,47.594949862179064,48.09065495927593,47.457527556721,47.653846740722656,73012800
2019-06-13,47.77900120562857,48.29188224883876,47.509065588165036,47.6440315246582,86698400
2019-06-14,47.00600272579293,47.50661315879119,46.69925512740545,47.29802703857422,75046000
2019-06-17,47.337277689886754,47.84280076851115,47.15813817946515,47.580223083496094,58676400
2019-06-18,48.110295360785976,49.150780845750624,47.90416186785648,48.699249267578125,106204000
2019-06-19,49.00108134458432,49.050163950684784,48.419489158169654,48.55691146850586,84496800
2019-06-20,49.17040716293471,49.22930404424329,48.59617661196541,48.94709777832031,86056000
2019-06-21,48.785132855865676,49.28819960485812,48.62562187744136,48.78022384643555,191202400
2019-06-24,48.721325932764096,49.118873309673,48.63052985485729,48.731143951416016,72881600
2019-06-25,48.694335160814525,48.89801599958522,47.92378540358039,47.99250030517578,84281200
2019-06-26,48.532375077720104,49.32255712564375,48.42930834248796,49.03053283691406,104270000
2019-06-27,49.15077403807672,49.46488698860066,48.97409088609283,49.01580810546875,83598800
2019-06-28,48.755680696945035,48.95690888671051,48.35568443875155,48.56917953491211,124442400
2019-07-01,49.85751598139929,50.18144316974368,49.23911191377244,49.4599723815918,109012000
2019-07-02,49.425622569399415,49.84770751854622,49.413351917899675,49.74954605102539,67740800
2019-07-03,49.8845184458127,50.169181100413226,49.73973448586974,50.16181945800781,45448000
2019-07-05,49.901693716622596,50.326231284045996,49.79126160130422,50.11764144897461,69062000
2019-07-08,49.27837741250533,49.42316135037718,48.689423642989155,49.08451461791992,101354400
2019-07-09,48.88329317499941,49.45016209879568,48.78758808065039,49.383907318115234,82312000
2019-07-10,49.5335952293137,49.994940992285485,49.462427701729695,49.87224197387695,71588400
2019-07-11,49.89188413474307,50.156914516265566,49.49924944485902,49.509063720703125,80767200
2019-07-12,49.680833534015456,50.06120125321716,49.61948402267573,49.88942337036133,70380800
2019-07-15,50.083290656465984,50.520098916700775,50.061205729083596,50.35813903808594,67789600
2019-07-16,50.205987666970955,50.57899376268876,49.93850468306787,50.183902740478516,67467200
2019-07-17,50.07347696638323,50.328689311786405,49.8820667712115,49.90169906616211,56430000
2019-07-18,50.06120142447019,50.52255094955579,49.98758126171527,50.468563079833984,74162400
2019-07-19,50.50046778672269,50.67470206609385,49.65875419382148,49.71519470214844,83717200
2019-07-22,49.975310390802804,50.85383584166799,49.965496116567905,50.851383209228516,89111600
2019-07-23,51.15567554918027,51.26610391501064,50.86855655575379,51.248924255371094,73420800
2019-07-24,50.961812491266954,51.32500055608007,50.839113466514696,51.207210540771484,59966400
